Kennziffer,Raumeinheit,Aggregat,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Haushaltseinkommen,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Durchschnittlicher Rentenzahlbetrag,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Pflegeheimplätze,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Steuereinnahmen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,Personal der Kommunen,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,SGB II - Quote,Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Empfänger von Grundsicherung im Alter (Altersarmut),Erreichbarkeit von Krankenhäusern,Nahversorgung Apotheken  Durchschnittsdistanz,"Nahversorgung Hausärzte, inkl. Kinderärzte  Durchschnittsdistanz",Nahversorgung Grundschulen  Durchschnittsdistanz,Nahversorgung Haltestellen des ÖV  Durchschnittsdistanz,Prognose Bevölkerungsentwicklung (2012-2035),Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Neubaubedarf insgesamt,Prognose Entwicklung Wohnflächennachfrage insgesamt (2015-2030)
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2003,2005,2007,2009,2011,2013,2015,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2010,2011,2012,2013,2014,2015,2008,2009,2010,2011,2012,2013,2014,2015,2015,2015,2015,2015,2015,2012-2035,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2015-2030
03151,Gifhorn,Landkreis,1260.0,1318.0,1314.0,1345.0,1363.0,1386.0,1413.0,1437.0,1479.0,1508.0,1562.0,1664.0,1745.0,1809.0,1835.0,1885.0,792.0,794.0,803.0,824.0,826.0,832.0,850.0,853.0,867.0,902.0,65.5,79.1,72.9,80.6,89.2,101.4,100.2,409.6,379.9,365.0,387.9,398.6,383.6,349.7,352.7,387.6,377.5,372.4,434.9,476.9,490.2,458.1,473.6,519.7,577.1,613.7,659.1,672.9,82.8,82.7,83.9,87.3,89.5,90.3,92.6,94.9,96.2,95.6,8.1,7.2,6.8,6.4,6.2,5.7,11.7,10.8,12.8,12.4,13.2,13.5,13.9,14.0,13.6,2140.0,1570.6,1437.7,290.5,-2.2,27.0,26.0,24.0,24.0,23.0,23.0,23.0,23.0,22.0,21.0,20.0,18.0,16.0,14.0,12.0,10.0,4.9
03152,Göttingen,Landkreis,1173.0,1214.0,1233.0,1278.0,1307.0,1338.0,1360.0,1366.0,1400.0,1405.0,1438.0,1520.0,1560.0,1578.0,1600.0,1621.0,752.0,752.0,760.0,779.0,780.0,785.0,801.0,803.0,816.0,851.0,113.7,118.7,124.2,125.3,134.1,132.3,131.3,409.2,403.2,394.3,417.5,422.5,413.3,400.6,389.6,385.1,394.9,405.9,460.9,509.1,551.9,473.9,496.2,593.4,643.4,659.0,667.3,692.9,126.9,127.2,128.3,129.5,129.8,138.1,138.9,139.1,139.3,136.3,9.8,9.6,9.2,9.0,8.4,7.6,22.6,21.8,23.1,23.9,25.1,27.4,28.0,28.2,10.2,1413.0,976.2,987.3,233.5,-11.1,14.0,13.0,12.0,12.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,6.0,5.0,-2.2
03153,Goslar,Landkreis,1249.0,1285.0,1296.0,1335.0,1358.0,1381.0,1402.0,1411.0,1441.0,1449.0,1478.0,1541.0,1587.0,1601.0,1631.0,1670.0,777.0,776.0,781.0,799.0,797.0,800.0,814.0,814.0,825.0,859.0,162.3,167.0,188.5,195.1,219.5,223.0,238.6,403.9,367.6,380.9,409.3,423.9,410.5,402.6,376.9,350.0,359.9,384.2,402.9,433.0,500.9,446.1,484.4,512.8,534.1,549.6,570.4,585.8,135.8,134.6,134.4,136.2,134.0,139.1,139.9,141.4,143.9,130.6,12.9,12.8,12.5,12.4,12.1,11.1,20.3,20.9,22.3,24.6,26.2,27.6,28.2,29.1,15.3,1079.5,1009.0,1119.2,259.4,-14.4,17.0,16.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,13.0,12.0,11.0,10.0,9.0,8.0,-0.8
03154,Helmstedt,Landkreis,1313.0,1368.0,1365.0,1393.0,1408.0,1427.0,1443.0,1449.0,1500.0,1527.0,1578.0,1660.0,1729.0,1764.0,1783.0,1831.0,827.0,827.0,833.0,850.0,849.0,855.0,872.0,872.0,886.0,918.0,122.8,133.8,142.7,152.0,166.3,188.1,185.8,487.7,446.9,480.8,547.6,536.9,365.4,364.3,458.5,402.2,403.1,388.2,422.4,489.2,558.6,491.4,473.1,494.8,460.9,497.0,560.0,585.4,189.3,190.2,186.6,189.7,189.9,187.7,141.7,145.1,145.8,149.2,10.9,10.2,10.0,9.6,9.6,8.9,13.2,12.1,14.0,14.1,15.6,16.3,17.7,18.8,15.6,1886.6,1418.7,1745.0,271.6,-12.6,19.0,19.0,18.0,18.0,17.0,17.0,17.0,17.0,16.0,16.0,15.0,14.0,13.0,11.0,10.0,8.0,1.0
03155,Northeim,Landkreis,1250.0,1301.0,1296.0,1330.0,1338.0,1369.0,1401.0,1423.0,1462.0,1472.0,1507.0,1574.0,1630.0,1658.0,1700.0,1746.0,729.0,730.0,739.0,761.0,760.0,768.0,786.0,789.0,801.0,839.0,116.2,125.0,135.5,137.7,160.3,173.8,170.6,400.4,387.6,397.0,412.8,417.5,411.8,396.5,391.3,368.6,397.9,406.6,416.0,475.2,511.9,469.4,449.1,501.7,584.1,600.2,621.1,615.4,126.6,126.1,125.5,131.0,127.9,133.4,129.2,130.4,130.7,129.4,10.1,9.5,9.3,9.2,9.2,8.5,14.6,14.6,14.8,16.1,16.3,17.1,17.0,18.2,11.6,2006.2,1476.6,1763.3,399.2,-15.0,15.0,14.0,13.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,6.0,5.0,0.1
03156,Osterode am Harz,Landkreis,1289.0,1334.0,1338.0,1373.0,1385.0,1405.0,1425.0,1433.0,1467.0,1481.0,1507.0,1560.0,1622.0,1652.0,1694.0,1752.0,765.0,765.0,774.0,791.0,791.0,794.0,812.0,813.0,825.0,861.0,206.4,227.8,240.6,253.0,263.7,262.2,267.3,411.7,401.5,415.5,425.9,463.0,466.1,410.7,419.2,400.0,426.5,439.2,514.7,487.4,524.4,545.3,482.5,525.0,532.6,568.5,603.8,608.3,137.8,143.5,144.8,147.7,161.8,154.7,158.8,160.3,161.9,159.7,12.7,12.0,11.6,10.9,10.2,9.1,17.1,17.1,17.7,18.3,18.2,19.5,19.8,19.0,11.4,1496.9,1120.7,1233.6,348.6,-20.7,16.0,15.0,14.0,13.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,9.0,8.0,7.0,6.0,-2.7
03157,Peine,Landkreis,1277.0,1327.0,1324.0,1349.0,1366.0,1382.0,1404.0,1419.0,1457.0,1473.0,1512.0,1577.0,1634.0,1666.0,1696.0,1734.0,843.0,842.0,852.0,868.0,866.0,872.0,888.0,889.0,903.0,934.0,120.8,130.3,141.1,149.4,148.5,147.4,149.7,435.9,394.5,381.8,439.1,408.5,419.3,396.0,378.9,373.7,388.0,409.4,448.3,548.2,539.5,487.0,482.9,515.1,579.9,596.6,618.1,622.9,114.7,114.5,117.0,120.9,121.0,129.5,134.3,140.4,139.4,146.2,10.5,10.3,10.0,9.8,9.3,8.7,15.9,15.4,16.0,17.2,18.2,19.0,19.8,19.8,10.8,1715.7,1135.8,1247.7,256.5,-2.8,27.0,26.0,25.0,24.0,24.0,23.0,23.0,23.0,22.0,22.0,20.0,19.0,17.0,16.0,13.0,11.0,4.8
03158,Wolfenbüttel,Landkreis,1267.0,1315.0,1304.0,1327.0,1341.0,1372.0,1400.0,1418.0,1459.0,1473.0,1519.0,1594.0,1654.0,1693.0,1725.0,1770.0,791.0,791.0,800.0,821.0,820.0,827.0,846.0,847.0,861.0,896.0,96.1,110.6,108.6,126.7,127.0,134.3,130.2,446.9,402.0,385.7,429.3,416.8,417.7,401.8,399.5,394.6,406.8,407.1,489.4,501.8,544.4,503.0,504.1,542.9,584.5,625.4,644.3,667.9,120.7,118.6,120.7,124.3,128.3,130.8,135.8,138.5,144.5,144.2,9.2,9.0,8.8,8.7,8.5,7.7,17.0,15.8,16.2,17.2,18.2,19.9,21.4,20.4,13.8,1721.0,1436.7,1485.7,268.3,-7.3,20.0,20.0,19.0,18.0,18.0,18.0,18.0,18.0,17.0,16.0,16.0,15.0,13.0,12.0,10.0,9.0,3.3
03241,Region Hannover,Landkreis,1332.0,1379.0,1369.0,1386.0,1387.0,1429.0,1463.0,1486.0,1509.0,1513.0,1541.0,1615.0,1652.0,1663.0,1683.0,1716.0,826.0,826.0,831.0,849.0,846.0,849.0,864.0,863.0,875.0,907.0,97.1,103.1,106.3,115.4,128.5,132.2,132.3,571.3,554.2,533.5,582.5,595.9,588.8,546.2,535.9,493.3,535.7,571.4,637.7,686.1,747.5,648.0,702.8,758.4,822.3,842.1,833.6,878.8,131.7,132.7,134.0,136.8,138.2,144.7,146.1,144.6,161.3,165.6,12.8,12.8,12.8,12.9,13.1,12.9,34.8,33.6,34.7,37.0,39.3,41.7,43.1,44.7,7.6,814.1,613.6,733.0,240.3,-1.7,35.0,33.0,31.0,30.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,23.0,21.0,20.0,18.0,17.0,6.9
03251,Diepholz,Landkreis,1323.0,1384.0,1362.0,1402.0,1433.0,1464.0,1490.0,1502.0,1552.0,1561.0,1598.0,1687.0,1733.0,1778.0,1794.0,1827.0,699.0,702.0,714.0,735.0,737.0,744.0,764.0,770.0,786.0,824.0,96.8,104.2,100.6,102.4,107.2,110.6,121.8,494.4,442.2,436.3,464.6,472.2,487.2,455.7,469.9,454.2,469.2,490.4,592.0,659.8,668.1,646.1,631.2,669.3,751.6,763.8,757.4,790.3,99.2,99.8,102.4,107.8,108.7,113.4,117.2,120.8,125.5,125.7,7.4,7.2,7.2,7.1,7.0,6.7,18.7,18.4,18.5,20.2,20.8,21.8,21.5,22.2,12.5,2060.9,1652.0,1760.2,582.9,2.9,38.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,33.0,32.0,31.0,10.3
03252,Hameln-Pyrmont,Landkreis,1289.0,1333.0,1322.0,1348.0,1356.0,1385.0,1417.0,1434.0,1472.0,1481.0,1520.0,1600.0,1652.0,1676.0,1707.0,1759.0,775.0,777.0,784.0,803.0,803.0,808.0,823.0,825.0,838.0,874.0,123.0,141.3,148.9,166.8,177.8,178.5,186.3,491.6,435.5,463.6,469.9,504.7,575.1,477.1,479.2,411.2,466.8,497.5,527.7,509.4,605.6,552.9,525.5,545.8,655.1,631.1,654.0,716.0,182.2,126.8,129.3,128.8,134.1,130.5,134.2,136.2,139.4,137.6,11.5,11.8,11.7,11.9,11.8,11.5,22.7,21.5,21.3,24.5,25.9,26.5,27.6,27.5,9.8,1501.0,1202.0,1164.9,253.8,-10.6,16.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,13.0,12.0,11.0,1.5
03254,Hildesheim,Landkreis,1277.0,1327.0,1321.0,1348.0,1359.0,1382.0,1403.0,1416.0,1445.0,1454.0,1484.0,1549.0,1592.0,1612.0,1644.0,1685.0,779.0,779.0,786.0,805.0,803.0,809.0,825.0,827.0,841.0,878.0,123.5,137.6,142.9,151.2,157.2,156.0,157.3,455.9,423.6,406.0,443.7,435.2,445.9,424.9,446.2,417.6,447.2,452.4,473.7,524.8,542.1,497.7,481.8,552.0,603.5,617.3,643.0,666.9,110.6,111.8,112.4,113.1,111.4,113.2,116.6,115.5,115.3,115.1,10.6,10.1,10.0,9.9,10.0,9.7,17.7,16.4,17.0,18.4,19.7,21.0,21.1,23.7,10.8,1366.3,973.9,1118.0,1428.7,-8.8,17.0,16.0,15.0,15.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,14.0,13.0,12.0,1.6
03255,Holzminden,Landkreis,1277.0,1331.0,1312.0,1332.0,1337.0,1369.0,1402.0,1417.0,1465.0,1484.0,1524.0,1552.0,1594.0,1616.0,1654.0,1700.0,738.0,741.0,750.0,771.0,771.0,777.0,793.0,798.0,812.0,847.0,134.0,136.2,145.1,166.5,173.9,170.0,184.5,435.5,430.6,407.4,424.3,408.6,453.3,362.4,396.4,342.6,379.3,366.0,431.0,532.7,563.6,539.0,517.1,542.8,601.3,591.8,682.3,666.5,134.0,136.8,138.6,133.3,133.3,138.9,142.3,145.9,151.9,152.8,11.4,10.4,10.2,10.3,10.3,9.6,20.7,19.9,21.2,20.5,22.0,22.9,23.9,20.8,15.2,1768.8,1329.1,1430.0,530.4,-17.1,14.0,13.0,12.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,8.0,8.0,7.0,6.0,5.0,-1.3
03256,Nienburg (Weser),Landkreis,1219.0,1265.0,1250.0,1288.0,1311.0,1331.0,1354.0,1365.0,1414.0,1428.0,1469.0,1528.0,1580.0,1624.0,1647.0,1686.0,684.0,685.0,695.0,715.0,716.0,722.0,739.0,743.0,757.0,796.0,119.5,128.9,131.2,136.6,146.5,147.4,159.7,428.8,404.4,402.3,410.0,417.7,445.5,420.6,416.4,404.0,411.2,446.1,477.3,477.7,555.0,450.0,502.6,542.6,570.3,615.1,664.4,669.4,105.1,106.7,109.5,115.5,114.1,117.8,121.4,126.0,130.8,135.1,9.3,8.7,8.5,8.8,9.0,8.8,19.3,19.2,19.0,22.4,22.4,23.8,23.2,23.1,18.2,2363.6,1748.1,1654.5,451.6,0.9,39.0,37.0,36.0,34.0,33.0,33.0,32.0,32.0,31.0,30.0,29.0,28.0,27.0,25.0,23.0,21.0,8.9
03257,Schaumburg,Landkreis,1303.0,1374.0,1351.0,1379.0,1374.0,1403.0,1421.0,1431.0,1468.0,1488.0,1520.0,1595.0,1648.0,1678.0,1712.0,1766.0,757.0,759.0,767.0,785.0,785.0,789.0,807.0,811.0,826.0,860.0,151.4,175.8,192.4,196.0,206.0,211.3,216.8,433.0,404.9,387.6,398.2,400.3,397.4,389.6,374.8,366.6,379.0,381.6,402.2,449.8,510.8,435.9,460.1,505.4,529.2,571.4,593.0,643.1,153.1,157.8,156.8,158.0,160.2,160.9,170.1,172.1,176.8,176.0,10.3,9.9,9.9,9.9,9.6,9.0,17.5,16.7,16.9,20.0,20.8,21.6,22.4,23.0,9.4,1498.1,1124.1,1373.3,400.9,-5.6,34.0,33.0,32.0,30.0,30.0,29.0,29.0,28.0,28.0,27.0,26.0,25.0,24.0,23.0,21.0,19.0,6.8
03351,Celle,Landkreis,1221.0,1282.0,1214.0,1190.0,1167.0,1216.0,1285.0,1380.0,1415.0,1426.0,1456.0,1520.0,1569.0,1602.0,1629.0,1669.0,760.0,761.0,767.0,785.0,784.0,787.0,803.0,804.0,818.0,851.0,118.6,128.5,143.0,148.1,159.3,156.7,155.5,423.7,411.6,398.0,430.5,427.4,424.4,418.3,429.1,385.0,391.6,407.2,449.6,513.4,585.2,517.0,507.8,568.2,596.0,631.0,666.1,673.7,111.9,111.5,114.0,120.6,126.8,127.3,131.2,131.7,134.3,133.2,11.4,10.6,10.5,10.4,10.6,10.0,23.3,24.3,23.0,25.7,26.8,27.6,27.0,28.0,21.7,1485.1,1191.2,1325.5,344.1,-5.2,26.0,26.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,25.0,25.0,24.0,23.0,22.0,21.0,19.0,6.2
03352,Cuxhaven,Landkreis,1211.0,1269.0,1250.0,1281.0,1303.0,1346.0,1390.0,1421.0,1472.0,1486.0,1527.0,1590.0,1628.0,1664.0,1680.0,1723.0,717.0,718.0,727.0,745.0,747.0,754.0,778.0,781.0,795.0,830.0,110.9,119.4,122.9,132.0,135.3,132.3,128.2,369.8,337.7,330.3,349.5,357.9,362.1,358.4,340.1,339.0,331.1,324.7,358.2,397.5,445.3,425.7,431.7,455.8,495.8,524.7,551.9,593.0,121.4,120.9,122.6,121.1,120.7,122.0,125.3,126.8,128.3,128.2,9.4,8.8,8.5,8.4,8.5,8.2,14.7,12.9,13.9,14.5,15.1,17.0,16.6,18.1,16.6,2053.8,1732.7,1588.7,584.4,-4.2,29.0,28.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,25.0,24.0,23.0,22.0,21.0,19.0,18.0,5.3
03353,Harburg,Landkreis,1498.0,1578.0,1582.0,1645.0,1675.0,1717.0,1743.0,1742.0,1768.0,1786.0,1804.0,1913.0,1959.0,1976.0,2004.0,2050.0,804.0,808.0,817.0,840.0,842.0,847.0,866.0,869.0,883.0,920.0,68.5,78.8,82.4,86.2,88.6,94.2,95.8,517.4,467.3,444.1,459.1,464.9,493.2,466.6,457.0,466.8,472.1,473.3,574.7,611.2,637.0,593.4,572.1,636.4,698.3,712.9,771.5,800.3,86.5,87.6,88.6,89.6,86.5,94.5,95.8,97.1,98.1,98.5,6.4,6.3,6.2,6.0,6.2,6.0,16.3,14.6,16.9,18.1,18.1,18.3,18.2,19.0,13.7,1884.2,1433.3,1307.1,329.2,9.1,44.0,44.0,43.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,42.0,42.0,42.0,42.0,41.0,39.0,13.5
03354,Lüchow-Dannenberg,Landkreis,1146.0,1202.0,1195.0,1238.0,1270.0,1305.0,1346.0,1368.0,1412.0,1394.0,1428.0,1480.0,1522.0,1565.0,1569.0,1573.0,693.0,694.0,701.0,720.0,722.0,727.0,743.0,744.0,756.0,790.0,124.2,124.4,134.9,146.1,164.0,164.4,175.9,374.5,316.7,309.3,327.6,339.4,332.0,318.0,317.9,324.7,328.8,352.8,378.1,416.7,411.5,401.7,381.9,424.5,470.9,532.4,529.8,487.8,126.4,118.9,127.7,118.5,122.1,122.2,122.8,129.0,125.2,122.7,12.4,11.5,11.6,11.7,11.5,10.2,16.5,16.5,17.4,18.1,19.5,20.1,21.6,22.3,18.5,3663.8,2763.8,2222.4,830.9,-7.7,23.0,22.0,22.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0,21.0,20.0,19.0,18.0,17.0,4.9
03355,Lüneburg,Landkreis,1203.0,1261.0,1257.0,1296.0,1315.0,1340.0,1362.0,1370.0,1411.0,1428.0,1470.0,1533.0,1568.0,1589.0,1611.0,1646.0,749.0,750.0,758.0,778.0,777.0,783.0,801.0,802.0,815.0,852.0,106.4,118.7,118.3,121.4,136.4,136.0,133.7,412.0,399.6,427.6,404.9,424.9,450.4,403.3,387.5,373.0,405.3,413.6,426.8,484.3,536.5,471.1,475.4,529.5,571.9,599.0,626.6,658.4,105.6,113.7,115.4,116.3,117.9,122.4,124.9,128.1,130.8,129.5,10.0,9.5,9.3,8.9,8.7,8.2,19.7,19.0,19.8,21.0,22.1,23.8,26.9,28.4,19.5,2256.5,1386.4,1377.0,294.9,5.3,42.0,41.0,40.0,40.0,40.0,40.0,40.0,39.0,39.0,38.0,38.0,37.0,35.0,34.0,33.0,31.0,10.4
03356,Osterholz,Landkreis,1323.0,1383.0,1372.0,1406.0,1417.0,1452.0,1489.0,1502.0,1533.0,1548.0,1584.0,1646.0,1692.0,1724.0,1754.0,1784.0,757.0,758.0,766.0,785.0,786.0,792.0,808.0,808.0,825.0,862.0,107.6,122.3,121.8,128.2,134.0,131.0,124.2,432.7,398.5,387.1,395.8,416.3,408.2,399.4,387.6,381.9,360.4,381.2,447.3,481.1,526.2,474.1,483.9,541.1,560.1,591.1,617.4,640.6,122.5,122.8,123.2,123.5,124.3,131.5,131.5,133.6,135.0,135.1,6.3,5.9,5.5,5.7,5.7,5.1,11.3,11.5,12.3,13.6,14.8,15.6,15.7,16.4,8.9,1837.4,1465.1,1158.0,458.8,0.3,33.0,33.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,30.0,30.0,29.0,29.0,27.0,26.0,7.8
03357,Rotenburg (Wümme),Landkreis,1230.0,1292.0,1269.0,1298.0,1324.0,1371.0,1411.0,1437.0,1482.0,1489.0,1521.0,1603.0,1660.0,1720.0,1734.0,1774.0,675.0,680.0,690.0,710.0,713.0,722.0,738.0,743.0,759.0,801.0,79.3,89.2,95.8,102.9,106.4,115.1,112.8,413.1,379.7,373.2,392.3,385.3,401.6,365.9,366.2,359.6,359.2,371.9,436.6,474.9,487.5,457.4,482.8,538.1,582.3,600.5,633.6,660.3,111.6,113.6,113.5,118.8,124.1,123.8,127.8,130.2,132.2,128.9,6.8,6.2,5.7,5.5,5.6,5.2,14.2,13.4,14.1,15.1,16.1,17.2,16.9,17.0,13.5,3143.3,2187.9,1862.7,613.0,0.2,33.0,33.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,32.0,32.0,32.0,32.0,31.0,30.0,10.5
03358,Heidekreis,Landkreis,1203.0,1255.0,1249.0,1284.0,1301.0,1324.0,1353.0,1365.0,1404.0,1414.0,1450.0,1535.0,1584.0,1614.0,1642.0,1650.0,739.0,741.0,748.0,767.0,767.0,772.0,791.0,794.0,809.0,847.0,99.5,115.9,118.0,119.9,136.4,136.1,130.0,430.1,428.4,410.6,404.3,452.0,459.8,420.6,490.6,418.2,402.0,431.2,455.8,502.6,499.0,456.2,476.5,525.8,562.7,559.9,603.2,614.8,114.8,116.7,114.4,115.2,118.6,118.2,117.5,119.4,121.9,119.1,8.7,9.4,9.5,9.3,9.4,8.4,14.7,15.1,15.5,16.9,18.0,19.5,20.0,21.1,13.2,2187.6,1847.9,1715.2,607.2,-2.5,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,23.0,23.0,22.0,21.0,20.0,18.0,7.1
03359,Stade,Landkreis,1331.0,1393.0,1381.0,1413.0,1435.0,1475.0,1510.0,1533.0,1566.0,1570.0,1609.0,1668.0,1711.0,1742.0,1764.0,1802.0,759.0,764.0,775.0,796.0,797.0,806.0,826.0,831.0,847.0,885.0,82.6,83.6,83.3,98.3,104.0,105.8,112.5,475.5,444.4,508.2,520.9,532.8,544.3,464.4,499.5,458.7,442.6,438.6,519.7,507.7,574.1,540.2,551.7,567.6,639.9,682.3,709.5,780.2,118.6,97.0,99.6,102.2,104.0,107.1,108.6,112.8,114.7,116.2,9.3,8.9,8.9,8.7,8.8,8.6,19.4,18.6,19.9,20.0,21.3,22.0,21.6,20.7,16.5,1542.8,1158.1,1219.9,311.8,5.1,42.0,41.0,41.0,40.0,40.0,40.0,40.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,39.0,38.0,12.3
03360,Uelzen,Landkreis,1194.0,1246.0,1235.0,1270.0,1290.0,1311.0,1334.0,1348.0,1412.0,1423.0,1467.0,1540.0,1596.0,1655.0,1670.0,1706.0,716.0,718.0,726.0,746.0,744.0,750.0,767.0,768.0,783.0,819.0,160.4,170.9,177.2,187.4,190.2,190.4,186.1,392.5,365.7,382.0,390.3,393.6,383.0,370.1,367.0,346.5,352.5,364.5,400.4,407.5,473.8,441.0,450.9,473.5,600.4,592.4,611.2,591.4,117.9,113.7,111.9,109.3,104.1,108.2,105.8,107.1,107.5,102.0,9.6,8.9,8.7,8.6,8.5,7.8,12.6,12.8,12.8,13.7,14.3,15.3,16.5,16.4,20.4,2379.2,1817.6,1826.5,447.4,-7.6,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,23.0,23.0,22.0,21.0,20.0,19.0,5.3
03361,Verden,Landkreis,1396.0,1470.0,1444.0,1482.0,1490.0,1548.0,1596.0,1625.0,1665.0,1692.0,1708.0,1778.0,1821.0,1848.0,1878.0,1920.0,752.0,754.0,762.0,783.0,785.0,790.0,810.0,812.0,828.0,866.0,113.2,121.2,120.4,120.8,135.4,138.2,135.8,526.3,548.7,529.9,537.7,579.0,561.1,529.2,488.2,466.9,532.3,520.0,551.0,628.5,714.3,702.3,647.4,692.5,732.0,775.6,820.7,855.0,124.4,125.4,126.4,131.0,132.9,130.3,142.6,144.1,144.1,144.8,8.7,8.4,8.1,8.0,7.6,7.1,17.0,16.6,17.6,18.3,19.9,19.5,19.9,20.1,11.7,1694.6,1285.6,1321.4,341.3,0.4,38.0,37.0,37.0,36.0,36.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,33.0,32.0,30.0,8.7
03401,"Delmenhorst, Stadt",krsfr. Stadt,1258.0,1289.0,1297.0,1322.0,1319.0,1350.0,1372.0,1374.0,1398.0,1405.0,1426.0,1470.0,1500.0,1501.0,1518.0,1543.0,795.0,795.0,802.0,820.0,817.0,819.0,830.0,831.0,841.0,873.0,52.9,68.9,69.6,79.3,84.5,84.5,81.2,475.2,430.4,409.2,427.6,453.6,433.4,400.2,395.7,352.6,374.0,397.9,420.6,434.5,474.6,449.2,443.9,471.8,514.9,514.5,523.3,513.6,116.3,113.7,117.6,123.1,121.6,117.4,121.6,121.0,125.0,123.8,18.7,18.2,18.3,18.3,18.0,17.2,35.1,34.0,35.3,37.6,41.2,43.2,46.2,48.6,1.5,689.4,601.3,697.6,202.5,-8.7,37.0,36.0,36.0,35.0,35.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,33.0,33.0,32.0,31.0,5.9
