Kennziffer,Raumeinheit,Aggregat,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner 15-65,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Einwohner gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbspersonen gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Erwerbstätige gesamt,Fläche
16061,Eichsfeld,Landkreis,67377.0000,66697.0000,65994.0000,65129.0000,64907.0000,64030.0000,63082.0000,101906.0000,101312.0000,100951.0000,100730.0000,101325.0000,101033.0000,100645.0000,57320.0000,56919.0000,56869.0000,55913.0000,55376.0000,41573.0000,41645.0000,42208.0000,41956.0000,42038.0000,943.0700
16062,Nordhausen,Landkreis,55733.0000,54968.0000,54456.0000,53866.0000,53662.0000,53039.0000,52312.0000,86734.0000,85921.0000,85380.0000,85055.0000,85355.0000,85098.0000,84697.0000,45291.0000,44801.0000,44596.0000,44345.0000,44303.0000,31083.0000,31219.0000,31901.0000,32019.0000,31979.0000,713.9100
16063,Wartburgkreis,Landkreis,84464.0000,83451.0000,82256.0000,81146.0000,80380.0000,78753.0000,77297.0000,128105.0000,127227.0000,126283.0000,125835.0000,125655.0000,124729.0000,123764.0000,72331.0000,71448.0000,71258.0000,71226.0000,70433.0000,53755.0000,53896.0000,53817.0000,53702.0000,53608.0000,1307.4600
16064,Unstrut-Hainich-Kreis,Landkreis,68681.0000,67883.0000,67141.0000,66490.0000,66890.0000,65287.0000,64272.0000,105683.0000,104947.0000,104245.0000,103922.0000,105273.0000,103948.0000,103504.0000,57752.0000,57097.0000,56649.0000,56896.0000,56450.0000,39618.0000,39793.0000,40334.0000,40610.0000,40825.0000,979.6700
16065,Kyffhäuserkreis,Landkreis,51389.0000,50620.0000,49743.0000,49082.0000,48635.0000,47766.0000,46636.0000,79464.0000,78618.0000,77656.0000,77148.0000,77110.0000,76685.0000,75818.0000,41783.0000,41101.0000,40748.0000,40423.0000,40332.0000,27975.0000,27986.0000,28617.0000,28712.0000,28566.0000,1037.8800
16066,Schmalkalden-Meiningen,Landkreis,83341.0000,82430.0000,81563.0000,80394.0000,79454.0000,77720.0000,76425.0000,127042.0000,126208.0000,125574.0000,125056.0000,124623.0000,123506.0000,122952.0000,69839.0000,69163.0000,69281.0000,68681.0000,68193.0000,50601.0000,50438.0000,50843.0000,51079.0000,51207.0000,1210.7400
16067,Gotha,Landkreis,88320.0000,87550.0000,87052.0000,86791.0000,87231.0000,85327.0000,84689.0000,135986.0000,135376.0000,135155.0000,135381.0000,136831.0000,135430.0000,135521.0000,74263.0000,73568.0000,73859.0000,74190.0000,74102.0000,53157.0000,53471.0000,54099.0000,54639.0000,55169.0000,935.8900
16068,Sömmerda,Landkreis,47967.0000,47311.0000,46781.0000,46136.0000,45752.0000,44847.0000,44183.0000,71544.0000,71005.0000,70833.0000,70537.0000,70600.0000,70118.0000,70027.0000,40402.0000,39876.0000,39792.0000,39601.0000,39332.0000,28202.0000,28227.0000,28951.0000,28949.0000,28835.0000,806.8600
16069,Hildburghausen,Landkreis,44142.0000,43555.0000,43002.0000,42405.0000,41877.0000,41161.0000,40554.0000,66007.0000,65540.0000,65032.0000,64673.0000,64524.0000,64330.0000,63923.0000,38163.0000,37585.0000,37232.0000,37201.0000,36984.0000,28526.0000,28458.0000,28594.0000,28686.0000,28495.0000,938.4300
16070,Ilm-Kreis,Landkreis,72164.0000,71258.0000,70498.0000,69883.0000,69812.0000,68730.0000,67711.0000,110135.0000,109531.0000,108958.0000,108899.0000,109620.0000,109167.0000,108830.0000,58666.0000,58380.0000,58481.0000,58074.0000,57662.0000,40960.0000,41147.0000,41552.0000,41712.0000,41821.0000,843.7300
16071,Weimarer Land,Landkreis,55010.0000,54412.0000,53816.0000,53151.0000,53005.0000,52307.0000,51562.0000,82458.0000,82016.0000,81704.0000,81641.0000,82127.0000,82316.0000,82131.0000,46122.0000,45599.0000,46000.0000,45678.0000,45198.0000,33067.0000,33092.0000,33538.0000,33485.0000,33681.0000,804.4800
16072,Sonneberg,Landkreis,37695.0000,37059.0000,36552.0000,35838.0000,35600.0000,34997.0000,34617.0000,58465.0000,57802.0000,57252.0000,56809.0000,56818.0000,56507.0000,56361.0000,32486.0000,31935.0000,31733.0000,31306.0000,30803.0000,23985.0000,23966.0000,23891.0000,23781.0000,23505.0000,433.6100
16073,Saalfeld-Rudolstadt,Landkreis,71003.0000,69978.0000,68922.0000,68010.0000,67325.0000,65825.0000,64535.0000,112555.0000,111463.0000,110307.0000,109646.0000,109278.0000,108315.0000,107368.0000,61052.0000,60411.0000,59659.0000,59416.0000,59014.0000,43204.0000,43040.0000,43428.0000,43311.0000,43156.0000,1036.0200
16074,Saale-Holzland-Kreis,Landkreis,55481.0000,54857.0000,54391.0000,53924.0000,54833.0000,53185.0000,51471.0000,84677.0000,84282.0000,84001.0000,83966.0000,86184.0000,84525.0000,82990.0000,47019.0000,46651.0000,46438.0000,46366.0000,46047.0000,33891.0000,34043.0000,34093.0000,34196.0000,34062.0000,815.2300
16075,Saale-Orla-Kreis,Landkreis,55153.0000,54426.0000,53580.0000,52726.0000,52293.0000,51327.0000,50253.0000,85259.0000,84435.0000,83654.0000,82887.0000,82951.0000,82362.0000,81501.0000,47453.0000,46839.0000,46230.0000,46121.0000,45746.0000,34054.0000,33952.0000,34406.0000,34416.0000,34287.0000,1151.3300
16076,Greiz,Landkreis,66328.0000,65348.0000,64236.0000,63201.0000,62353.0000,60496.0000,59475.0000,104464.0000,103297.0000,102167.0000,101382.0000,101114.0000,99717.0000,99275.0000,54939.0000,54064.0000,53864.0000,53091.0000,52412.0000,38335.0000,38028.0000,38277.0000,38352.0000,38209.0000,845.9500
16077,Altenburger Land,Landkreis,59793.0000,58790.0000,57854.0000,56912.0000,56112.0000,54873.0000,53386.0000,95829.0000,94749.0000,93605.0000,92705.0000,92344.0000,91607.0000,90650.0000,50682.0000,49630.0000,48982.0000,48726.0000,48172.0000,33888.0000,33758.0000,34137.0000,34050.0000,33663.0000,569.4200
